URL,Title,Address,Description,Compensation,Employment Type 
https://newyork.craigslist.org/brk/egr/6137519134.html,Designer and drafter for Custom Cabinetry and Millwork Design firm.,brooklyn,"
        
Quickly expanding high end Millwork Design firm and installation firm looking for Auto-cad drafter to join our team.

The traits we are looking for in our ideal candidate include but are not limited to the following:

•Excellent verbal, written communication and organizational skills.
•Meticulous Attention to detail.
•Ability to read and understand Construction plans.
•Proficiency in Microsoft office programs like EXCEL, WORD and power-point.
•Proficiency in AutoCAD 2D.
•Ability to multi-task on work for multiple projects simultaneously.
•Be a self-starter with the ability to work independently with minimum supervision as well as in a team environment. 
•Ability to effectively meet deadlines
•Comfortable working with architects, designers and clients. 

The following is a Plus but not necessarily a requirement:
•Background in Kitchen and closet design
•Auto-cad 3D 
•Experience in creating shop drawings
•background in interior design and curating.    ",To commence with experience,full-time
https://newyork.craigslist.org/mnh/egr/6137594851.html,Architects Freelance (REVIT),Manhattan,"
        
My company is looking for Freelance Architects at the Intermediate to Senior level with very good REVIT skills.

This is for full-time, consulting, on-site work.

The range of projects is varied (Healthcare; Hospitality; Education; Residential; Urban Masterplan etc...) and will run from several weeks to several months+ in duration.

This is for a high-end NYC design firm. If this is of interest to you please respond and we can arrange an interview. Work can start immediately.

Please respond with HOURLY RATE and RESUME and portfolio if available in PDF.

SKILLS:
* Revit - Excellant skills.
* Acad - a plus
* PhotoShop - a plus
    ",Commensurate with experience level,contract
https://newyork.craigslist.org/wch/egr/6137628392.html,Cost Estimator,White Plains,"
        
A Westchester based construction consulting firm, is seeking a dedicated Estimator capable of working in a fast-paced environment who is ready to jumpstart their career in the construction industry. The individual will have the opportunity to work on exciting projects such as large scale commercial buildings, laboratory spaces, and ground-up institutional facilities both domestically and internationally. The ideal candidate will also work with seasoned estimators with more than 30 years of experience all the while contributing with their own vast knowledge to the team.  
 
RESPONSIBILITIES: 
•	Evaluate risk and budgets for projects by considering RFP, blueprints, specs, or other documents.
•	Manage subcontractor bids and process.
•	Develop strategies to meet project goals, like setting work hours, sequencing tasks, obtaining materials, etc.
•	Develop and present cost estimates for internal and external audiences.
•	Understand construction means and methods and how they affect schedule and productivity.
REQUIREMENTS:
•	Strong math and organizational skills. Detail oriented.
•	Ability to multitask and prioritize.
•	Strong knowledge of the Microsoft suite of software and Adobe Acrobat.
•	Excellent and professional oral and written communication skills.
PREFERRED SKILLS AND KNOWLEDGE: 
•	Bachelor's degree in Construction Management, Engineering or Architecture.
    ",TBD,full-time
https://newyork.craigslist.org/mnh/egr/6138011716.html,Part time Architectural / Interior Design intern (NYC),NYC,"
        
Small Manhattan based firm looking for an Intern, preferably an architecture or interior design student/ individual to assist with writing field reports related to construction progress, primarily in Manhattan and Brooklyn. This is a freelance position ranging from 10-20 hours per week, working on construction sites and assisting in preparing progress reports. Experience working with MS office, PDF and good reading writing skills is essential. This part time position provides an invaluable opportunity to learn about architectural and structural design aspects of building construction and means and methods. Please submit resume.    ",based on experience,part-time
https://newyork.craigslist.org/mnh/egr/6138021960.html,Freelance Structural Engineer needed for special inspections,NYC,"
        
Manhattan based structural engineering firm seeking a structural engineer with minimum five years' experience designing steel, concrete, wood and masonry structures, preferably with a NY state PE license. The position is a freelance position entailing providing construction progress reports related to special inspections as stipulated by NYC DOB for numerous ongoing projects mainly in Manhattan and Brooklyn, related to the structural elements indicated above. If interested please provide a current resume with availability.    ",based on experience,part-time
https://newyork.craigslist.org/que/egr/6138323432.html,CONSTRUCTION SITE SAFETY COORDINATOR,QUEENS,"
        
General Contractor seeking an experienced individual for the position of Site Safety Coordinator,   NYC Licensed with 5 years minimum documented experience for a project in Queens, NY. Experience with NYC School Construction Authority projects preferred.

Candidate must meet the following requirements:
• At least 5 years of safety-related experience
• Completion of 40-Hour NYCDOB Site Safety Manager Course
• 30-Hour OSHA Certification
• Ability to obtain C3 Lead Certification and ASSE membership within 4 weeks of hire date
 
Please forward resume or fax to (914) 636-0019.  

An Equal Opportunity Employer
    ",TBD,full-time
https://newyork.craigslist.org/mnh/egr/6138594616.html,Junior Architect/ Drafter,TriBeCa,"
        
Small Architectural  firm seeks junior Architect and drafter with strong drawing skills in AutoCAD as well as experience with SketchUp, Photoshop, and Reivit. The work will be primarily focused on preparation of construction documents for varied  residential, commercial, and health care projects, but may include involvement in  all stages of the process.    ",based on experience,full-time
https://newyork.craigslist.org/que/egr/6138510570.html,Structural Engineer Wanted,,"
        
NYC engineering design firm is currently seeking a structural engineer to join our team. 

Required Qualifications

- MS degree in Civil Engineering.
- Proficient skill with AutoCAD or Microstation. Knowledge in both is highly preferred.
- Experience or previous education/training in concrete/steel shop drawings, residential/commercial building structure design, or structural engineering calculation is a plus.
- Experience or previous education/training in eTabs, STAAD, or RAM is a plus.
- Experience or previous education/training for NYC special inspection is a plus.
- Must have excellent verbal and written communication skills, work well with team environments, and be able to work solely with minimal supervision on deadline driven projects.

We provide sponsorship for OPT, H1B. Please clearly indicate the request in your email.    ",The salary is based on level of experience.,full-time
https://newyork.craigslist.org/mnh/egr/6138372003.html,Daftsperson,Flatiron,"
        
P.A. Collins PE, an MEP Consulting Engineering firm, with a wide variety of projects seeks CAD/BIM operator, 2-3 years experience in drafting building systems. Excellent spoken and written English skills, self-starter, team player, detail oriented a must. Health insurance, benefits, pension plan. Immediate opening
- Sufficient knowledge of drawings to understand red pencil mark ups and to draft. Knowledge of duct sizing plus.
- Able to convert and create backgrounds eliminating layers and attaching external references (x-refs)
- Able to read floor plans, sections and elevations 
-  Experience with manipulating and receiving various file formats
- Available to work necessary hours in order to meet project deadlines.

Send resume and salary requirements
    ","According to experience, competitive",full-time
https://newyork.craigslist.org/jsy/egr/6138571749.html,Project Manager,"Eatontown, NJ","
        
SUMMARY


Partner Engineering and Science, Inc. is seeking a full-time Environmental Project Manager for our Eatontown, NJ office. The Project Management responsibilities includes planning, executing, reviewing, and finalizing projects according to deadlines and within budget.


Please apply to 


ESSENTIAL DUTIES & TASKS
•	Manage multiple projects concurrently
•	Oversee quality control throughout the project's life cycle
•	Coordinating the efforts of Partner team members to deliver projects according to plan
•	Cultivate strong relationships with the Partner team members and the Client in order to successfully deliver a quality within a designated time frame
•	Mentor staff
•	This position will require exposure and adaptability to several technical disciplines such as Property Condition Assessments, ALTA Survey, Construction Progress Monitoring and Engineering Consulting.

RESPONSIBILITIES
•	Manage project from Proposal stage through submittal of the final report. This may include but is not limited to the following
•	Perform quality assurance (QA) review and quality control (QC) of Phase I Environmental Site Assessments, including text and appendices.
•	Generate proposals, engage subcontractors and field staff, monitor project progress, and communicate with clients.
•	Effectively communicate project expectations (i.e. Client-specific SOW, templates) to team members and staff in a timely and clear fashion throughout the course of the project.
•	Provide solid recommendations and solutions to relationship managers and clients, while understanding the assessment's potential impact on the transaction process.
•	Identify and resolve issues with projects.
•	Deliver appropriate progress reports (verbally or e-mail), recommendations to the relationship manager and Client.
•	Manage client follow-up, questions, and concerns.
•	Communicate and coordinate follow up questions with field staff during review process
•	Delegate tasks and responsibilities to appropriate team members.
•	Coordinate and respond to client requests for changes in project scope, address revisions.
•	Facilitate delivery of final report and invoice.


KNOWLEDGE, SKILLS, AND ABILITIES
•	Extensive knowledge of ASTM-1527-05 and the Phase I Environmental Site Assessment Process as well as the Phase II/Site Investigation process.
•	Excellent communication skills (internal and external) 
•	Strong focus on customer service
•	Ability to effectively manage multiple tasks concurrently
•	Proven ability to successfully deliver a quality product on time
•	Exceptional writing skills
•	Ability to cultivate strong relationships within a team
•	Understanding of the concept of environmental consulting as it pertains to risk management and due diligence
•	Proficient in project estimating/proposals.


QUALIFICATIONS

•	Bachelor Degree from accredited university in environmental science, environmental engineering, biology or similar technical discipline.
•	5 to 7 years relevant experience in environmental consulting or environmental due diligence or risk management related services.
•	PE license is preferred


PHYSICAL REQUIREMENTS

•	Must be able to read, write, speak & comprehend English
•	Must be able to communicate clearly in person and over the telephone
•	Visual acuity adequate to perform job duties, including reading information from printed sources and computer screen


We will consider qualified applicants who have criminal histories in a manner consistent with the law.

Learn more about Partner Engineering and Science, Inc. at www.partneresi.com
 

ID 628    ",Based on Education and Experience Level,full-time
https://newyork.craigslist.org/jsy/egr/6138574028.html,Project Manager,Upper Saddle River,"
        
SUMMARY

Partner Engineering and Science, Inc. is seeking a full-time Environmental Project Manager for our Upper Saddle River, NJ office. The Project Management responsibilities includes planning, executing, reviewing, and finalizing projects according to deadlines and within budget.

Please apply to 


ESSENTIAL DUTIES & TASKS
•	Manage multiple projects concurrently
•	Oversee quality control throughout the project's life cycle
•	Coordinating the efforts of Partner team members to deliver projects according to plan
•	Cultivate strong relationships with the Partner team members and the Client in order to successfully deliver a quality within a designated time frame
•	Mentor staff
•	This position will require exposure and adaptability to several technical disciplines such as Property Condition Assessments, ALTA Survey, Construction Progress Monitoring and Engineering Consulting.

RESPONSIBILITIES
•	Manage project from Proposal stage through submittal of the final report. This may include but is not limited to the following
•	Perform quality assurance (QA) review and quality control (QC) of Phase I Environmental Site Assessments, including text and appendices.
•	Generate proposals, engage subcontractors and field staff, monitor project progress, and communicate with clients.
•	Effectively communicate project expectations (i.e. Client-specific SOW, templates) to team members and staff in a timely and clear fashion throughout the course of the project.
•	Provide solid recommendations and solutions to relationship managers and clients, while understanding the assessment's potential impact on the transaction process.
•	Identify and resolve issues with projects.
•	Deliver appropriate progress reports (verbally or e-mail), recommendations to the relationship manager and Client.
•	Manage client follow-up, questions, and concerns.
•	Communicate and coordinate follow up questions with field staff during review process
•	Delegate tasks and responsibilities to appropriate team members.
•	Coordinate and respond to client requests for changes in project scope, address revisions.
•	Facilitate delivery of final report and invoice.


KNOWLEDGE, SKILLS, AND ABILITIES
•	Extensive knowledge of ASTM-1527-05 and the Phase I Environmental Site Assessment Process as well as the Phase II/Site Investigation process.
•	Excellent communication skills (internal and external) 
•	Strong focus on customer service
•	Ability to effectively manage multiple tasks concurrently
•	Proven ability to successfully deliver a quality product on time
•	Exceptional writing skills
•	Ability to cultivate strong relationships within a team
•	Understanding of the concept of environmental consulting as it pertains to risk management and due diligence
•	Proficient in project estimating/proposals.


QUALIFICATIONS

•	Bachelor Degree from accredited university in environmental science, environmental engineering, biology or similar technical discipline.
•	5 to 7 years relevant experience in environmental consulting or environmental due diligence or risk management related services.
•	PE license is preferred


PHYSICAL REQUIREMENTS

•	Must be able to read, write, speak & comprehend English
•	Must be able to communicate clearly in person and over the telephone
•	Visual acuity adequate to perform job duties, including reading information from printed sources and computer screen



We will consider qualified applicants who have criminal histories in a manner consistent with the law.

Learn more about Partner Engineering and Science, Inc. at www.partneresi.com
 

ID 628
    ",Based on Education and Experience Level,full-time
https://newyork.craigslist.org/jsy/egr/6138579623.html,Civil Engineer,"Eatontown, NJ","
        
Partner is seeking a full-time Civil Engineer to work in our Eatontown, NJ office.    The ideal candidate will have 0-2 years design experience in land and site development. Spring graduates are encouraged to apply.
 

Please apply to 


ESSENTIAL DUTIES & TASKS
 
•	Design/drafting of small site plans and subdivisions from concept plans through approvals/permits
•	Design of utilities
•	Report preparation, including stormwater management
•	Permit application processing, including preparation of all supporting documents

 
KNOWLEDGE, SKILLS, AND ABILITIES
 
•	Team player and initiator who wants to help grow a civil design department
•	AutoCAD 3D knowledge is a plus
•	Excellent verbal and written communication skills
•	Eager to learn different design methods and approval processes.

QUALIFICATIONS
 
•	Bachelor Degree in Civil Engineering from accredited university
•	EIT Preferred
 
PHYSICAL REQUIREMENTS
 
•	Must be able to read, write, speak & comprehend English
•	Must be able to communicate clearly in person and over the telephone
•	Visual acuity adequate to perform job duties, including reading information from printed sources and computer screen


        We will consider qualified applicants who have criminal histories in a manner consistent with the law.
                    
                    Learn more about Partner Engineering and Science, Inc. at www.partneresi.com



616    ",Based on Education and Experience Level,full-time
https://newyork.craigslist.org/mnh/egr/6138634896.html,STONE SHOPDRAWINGS / DRAFTSMEN,Manhattan  / Long Island,"
        
We are a busy shop looking for an A Cad draftsman  
You must be qualified and understand basic rules in A CAD, the job is floor plans, interior elevations and some details (must prove your pro-efficiency) 

You also must be reliable, have your own computer with A Cad and willing to communicate in a regular fashion also a meeting for coordination will be a must 
You will be working from your own place, but we prefer that you are in Downtown Manhattan, Jersey City, Hoboken or close to that places (not a must), also woks for  someone in Long Island /Nassau County 


Please DO NOT apply if you do not meet the requirements / NO recruiters
    ",Contract or W2,full-time
https://newyork.craigslist.org/brk/egr/6138808304.html,Junior to Intermediate Architect / Architectural designer,"Brooklyn, NY","
        
Seeking ""Junior to Intermediate Architect"" / ""Architectural Designer""

NA Design Studio is a small and dynamic design firm based in Brooklyn working on a wide range of multi-family residential, offices and institutional buildings. We take pride in our designs and collaborate in an energetic studio environment and incorporate a systematic, yet open minded approach with all of our projects. 

We are seeking a full time ""Junior to intermediate architect"" that has extreme passion for both the design and technical aspects of Architecture to work closely with project leadership and design team in an energetic collaborative environment. This team position offers great opportunities with long term growth potential, working directly with the principal on projects from design to completion with responsibilities to include: 

Responsibilities:
•	Develop projects from pre-design, design development, construction documents to construction coordination
•	Develop design concepts, sketches, layouts and design presentations
•	Manage workflow of projects, organize and maintain records. 
•	Develop construction documents from design drawings and under supervision of senior staff
•	Research, analyze and implement zoning and building code requirements
•	Coordinate and develop details based on construction documents
•	Coordinate throughout the DOB plan examination process to coordinate approvals.
•	Construction site visits to review progress as well as to create as-built plans and drawings.

Qualifications:
•	Architectural degree required (B. Arch or M. Arch)
•	Good understanding of construction documents is a must, with a minimum of 4 years of construction document development and coordination experience.
•	Highly proficient in AutoCAD and in computers in general. Architectural desktop experience a plus, and other industry accepted software also desired
•	Excellent communication skills, verbally and in writing is a must, with ability to communicate with clients, contractors and consultants.
•	Must be reliable, extremely organized, resourceful, self motivated and able to work in groups or independently, with ability to multi-task and meet deadlines. 
•	Understanding of building construction, zoning and building code 
•	3D modeling and rendering, photoshop and graphic presentations skills a plus


Please provide a resume, samples of work and salary requirements with subject heading ""Architect 2017""
    ",Compensation based on experience,full-time
https://newyork.craigslist.org/mnh/egr/6138758262.html,ENGINEER Utility of the Future (UOF) Demand Response Energy Efficiency,,"
        
Please E-MAIL YOUR RESUME, ASAP, in confidence, to ---> steven@bachrachgroup.com
and, if qualified, please call me 212.279.7777 M-F 7a-6p ... Steve 

UTILITY of the FUTURE  Project Specialist 

Office located just North of Westchester County ... should have vehicle to travel daily to & from Office 

ENGINEER with Knowledge of the .... 
ENERGY STORAGE DISTRIBUTION SYSTEM & NON-WIRE ALTERNATIVES 

Work the End-to-End process of DISTRIBUTED ENERGY RESOURCES (DER)
for NON-WIRE ALTERNATIVES  (NWA)

-- Work with Distribution Engineering Non Wires Alternative NWA 
-- Develop the NWA regulatory filing (writing skills)
-- Develop the national DER solution portfolio
-- Understand and have worked with the various DER alternatives to determine a solution for system
-- Conducting the DER procurement process with Supply Chain
-- Conduct the Benefit Cost Analysis (BCA)  
-- Work with the NWA Project Manager
-- VERY strong financial skills and acumen 

In addition... assist in the Demonstration projects and with the achievement of our Earning Adjustment Mechanisms EAMs
as they pertain to DER Utilization, Peak MW Reduction, and System Load Factor Improvement  

 PLEASE E-MAIL YOUR RESUME to me in Confidence ---> steven@bachrachgroup.com


    ",90-120k SALARY based on relevant background & experience plus EXCELLENT FIRM BENEFITS,full-time
https://newyork.craigslist.org/que/egr/6138805911.html,HVAC Sketcher,"Maspeth, NY","
        
We are currently seeking a Sketcher with experience in HVAC Sheet Metal (required qualifications below) for a busy manufacturing facility located in Maspeth, NY.


Primary job responsibilities:

- Develop and prepare Sheet Metal Shop Drawings

- Job site walk-thru & scheduled meetings with other trades

- Field Measuring

- Sheet Metal Drafting

- Be able to order material from drawings

- Flag conflicts.

- Detail drawings




Requirements:
-AutoCAD

-Mechanical Engineering Background

-Minimum 5 Years of Experience

-MS Word, Excel, and Outlook; Adobe Reader and/or Acrobat

-Excellent oral and written communication skills

-Detailed Oriented

-Team Player
    ",To be discussed,full-time
https://newyork.craigslist.org/que/egr/6138984879.html,Revit / BIM Manager: 3-5 years of Experience,"Long Island City, NY","
        
The primary duty of the Revit/BIM Manager will be to guide the project team in its use of BIM through the Design, Construction Document and Construction Administration phases. The candidate will also be responsible for the following:
•	BIM standards development, implementation, and enforcement 
•	Creation and maintenance of the software template files to assure standards 
•	Provide quality control for completeness and adherence to company standards
•	Assist project teams in BIM project setup
•	Create Revit families in response to project need
•	Help resolve BIM design issues

The candidate will also be expected to understand and develop aspects of working drawings and details. The following is requested of the candidate:

•	Bachelor's or Master's degree in Architecture required (professional degree only)
•	3-5 years of relevant work experience minimum
•	Architecturally licensed in NY or on-track for licensure strongly preferred
•	Proficient Revit (AECOsim a strong plus)
•	Experience with Adobe Creative Suite and rendering programs (3D Max or Rhino)
•	Preferred project experience includes design of large-scale public projects (transit stations, convention centers, and similar) K-12 schools, and higher-education projects
•	Capability to assemble a set of Construction Documents
•	Must possess a strong analytical and creative problem-solving skill set

di Domenico + Partners, LLP is an equal opportunity employer. The firm offers a full benefits package including health insurance, dental and vision insurance, and 401(k) retirement plan.

Email cover letter, resume and examples of work to: positions@ddp-ny.com
    ",Competitive,full-time
https://newyork.craigslist.org/mnh/egr/6139010912.html,Corporate Interior Designer  (Entry to mid level),,"
        
Smart Space LLC is looking for:
Entry level  corporate Interior Designer / Estimating  (Entry to Mid Level Designer)

We are seeking a full-time interior designer who is willing to grow with the company. We design and create office interiors for large and small businesses in the New York City metro area.
 
A key responsibility of this position is to support the workflow within the team and ensure that assignments are carried out complete and on time. Self sufficient workers with strong work ethics are welcome to apply. The individual must be highly organized with an acute attention to detail. He/She must be able to strive in a fast-paced environment
 
Responsibilities include the following:
-estimating
-designing
-customer interaction
-coordinating
-tracking projects
 
A bachelor's degree and a minimum of 1 year of interior design or equivalent is required. The individual must have excellent business communication and email skills and must be fluent in English. 

Excellent computer skills and good proficiency in the following is required:
-Auto CAD
-Microsoft Office suite with emphasis on Excel and Outlook. 
-Adobe Illustrator, InDesign, and Photoshop (preferred)

Hours: 9am to 6pm Monday -- Friday

Serious inquiries only - No phone calls
    ",Based on experience,full-time
https://newyork.craigslist.org/mnh/egr/6138695283.html,ENERGY UTILITY Admin Specialist ... NY based Energy Utility Company,Upper Westchester,"
        
Please E-MAIL YOUR RESUME, ASAP, in confidence, to ---> steven@bachrachgroup.com
and, if qualified, please call me 212.279.7777 M-F 7a-6p ... Steve 

Background & Primary Experience 

•  Bachelor's Degree is preferred in Engineering, Finance, Business or Accounting
--> 2 years + of related work experience, preferably energy efficiency, financial, or project management. 
•  Interact with all levels of management as well as with customers, customer representatives, trade organizations and governmental agencies. 
•  Interact with customers and act as a Company spokesperson regarding all energy-related matters. 
•  Microsoft Office Suite, including Outlook, Excel, Word, Power Point and Access, is required. 
--> Customer Information Management System is preferred. 
•  Working knowledge of electric and gas transmission/distribution system. 

Assist in the Following Areas:

--Develop implement and administer various aspects of gas transportation and electric retail access programs as they apply to the Company, customers, marketers and regulatory agencies. 
-- Company safety, health and environmental programs for employees. 
-- Ensure that safe work practices are followed and the environment is fully protected in accordance with Company policy and governmental regulations. 
-- Monitor marketer enrollment, de-enrollment and price change transactions submitted on behalf of customers. -- Assist in Billing and Purchase of Receivables functions for Marketers delivering gas and electric to customers system. 
-- Create, update and reconcile electric and gas accounts to send receivables to the marketers, which include netting out charges, remitting the wires for processing and sending summary and account detail reporting to participating Marketers. 

PLEASE E-MAIL YOUR RESUME to me in Confidence ---> steven@bachrachgroup.com


    ",60-90k Salary based on relevant background & experience plus EXCELLENT FIRM BENEFITS,full-time
https://newyork.craigslist.org/brx/egr/6139019148.html,Project Manager,,"
        
Requirements: B.Sc. Engineering Management, or its equivalent in experience, plus 1 year progressive experience. Accurate Mechanical, Inc., New York City, NY. Resume to jobs@accurate-mechanical.com
Close field Supervision of Foremen and operatives, direction and coordination of work. Attend job sites and Office Meetings. Set up Office CAD facilities and sole producer of company design work and Shop drawings. Produce specific material, fixture and equipment submittal packages. Produce change order estimates. Produce and keep track of inspection and test results/logs. Liaise with Department of Buildings and Special third party Inspectors. Order and track materials, plumbing fixtures and equipment.
Follow up, organize and supervise Vendors and Subcontractors. Documentation control of approvals and submittals to General Contractors & Engineers. Overseeing closeout of projects, tracking billing & cash flow of project and purchase orders to ensure payments are received in a timely fashion. Supervising Testing & Balancing of installed Mechanical systems
and ensuring design conditions are met. Closeout documentation and handover of project to client.
Supervision of 10 subordinates made up of Two (2) AutoCad Drafting Technicians, Two (2) Assistant Mechanical Project Engineers, Four (4) Sheetmetal Mechanics, two (2) Project Supervisors
    ",Commensurate with Experience,full-time
https://newyork.craigslist.org/mnh/egr/6139029637.html,Preservation Architect,TriBeCa,"
        
 One of New York City's leading professional firms dedicated to the restoration and renovation of buildings and infrastructure is currently seeking an architect with  2 to 5 years of relevant experience. 

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls.  

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques.  

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready.  

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch).  

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company.  

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards.  

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday. 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away. 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please).  

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted.   

For additional information, visit our website at 
    ",Commensurate with experience,full-time
https://newyork.craigslist.org/mnh/egr/6139031781.html,Preservation Engineer,TriBeCa,"
        
 New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking an engineer with 2 to 5 years of restoration experience.  

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls.  

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques.  

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready.  

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch).  

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company.  

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards.  

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday. 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away. 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please).  

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted.   

For additional information, visit our website at 
    ",Commensurate with experience,full-time
https://newyork.craigslist.org/mnh/egr/6139034655.html,Project Architect,TriBeCa,"
        
 New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking a project architect with 5 to 10 years of restoration experience.  

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls.  

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques.  

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready.  

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch).  

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company.  

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards.  

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday. 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away. 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please).  

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted.   

For additional information, visit our website at 
    ",Commensurate with experience,full-time
https://newyork.craigslist.org/lgi/egr/6139524146.html,"Draftsman, Project Architect",Manhasset,"
        
Immediate position, fast paced established office.  Mid to High-End custom wood frame, Colonial, Georgian, Tudor, Shingle, and Modern homes.
MUST MUST have proven skills, multiple examples of wood structural frame CDs, site calcs, zoning calcs, window schedules, ARB submittals, and knowledge of Villages and NY Building Codes.  Drafting of structural CDs is highest priority, phone skills a plus, interiors a plus.  3-7 years prior experience. Office one block East of Starbucks at LIRR.
Salary 55-60k. Benefit 401K and Flex Hours, pets ok.  Small published dedicated studio environment, Looking for long term commitment.    ",55k-60k,full-time
